,满意度水平,绩效评估,参加项目数,平均每月工时,工作年限,是否有工作事故,五年内是否晋升,职业,薪水,计数,db_labels,km_labels
12659,0.77,0.91,5,221,6,0,0,support,medium,1,员工类3,员工类3
12660,0.44,0.5,2,130,3,0,0,support,medium,1,员工类1,员工类1
12661,0.39,0.46,2,136,3,0,0,support,medium,1,员工类1,员工类1
12662,0.78,0.89,5,274,6,0,0,support,medium,1,员工类3,员工类3
12663,0.1,0.79,6,256,5,0,0,support,low,1,员工类2,员工类2
12664,0.1,0.77,5,276,4,0,0,support,low,1,员工类2,员工类2
12665,0.75,0.85,5,267,5,0,0,support,low,1,员工类3,员工类3
12666,0.46,0.62,6,213,3,0,0,support,low,1,杂类,杂类
12667,0.91,0.97,4,274,6,0,0,technical,low,1,员工类3,员工类3
12668,0.1,0.92,6,258,4,0,0,technical,low,1,员工类2,员工类2
12669,0.72,0.6,3,153,5,0,0,technical,low,1,杂类,杂类
12670,0.11,0.95,6,245,4,0,0,management,low,1,员工类2,员工类2
12671,0.11,0.94,6,264,4,0,0,IT,low,1,员工类2,员工类2
12672,0.46,0.57,2,154,3,0,0,IT,low,1,员工类1,员工类1
12673,0.37,0.46,2,149,3,0,0,IT,low,1,员工类1,员工类1
12674,0.46,0.5,2,157,3,0,0,IT,low,1,员工类1,员工类1
12675,0.43,0.57,2,127,3,0,0,IT,low,1,员工类1,员工类1
12676,0.11,0.82,6,270,4,0,0,product_mng,low,1,员工类2,员工类2
12677,0.73,0.89,5,236,6,0,0,product_mng,low,1,员工类3,员工类3
12678,0.43,0.47,2,158,3,0,0,product_mng,low,1,员工类1,员工类1
12679,0.86,1.0,5,229,5,0,0,product_mng,low,1,员工类3,员工类3
12680,0.1,0.83,6,269,4,0,0,IT,low,1,员工类2,员工类2
12681,0.4,0.49,2,128,3,0,0,sales,low,1,员工类1,员工类1
12682,0.11,0.87,7,278,4,0,0,sales,low,1,员工类2,员工类2
12683,0.86,0.98,3,158,5,0,0,sales,low,1,杂类,员工类3
12684,0.42,1.0,3,202,3,0,0,sales,medium,1,杂类,杂类
12685,0.79,0.84,4,240,5,0,0,sales,medium,1,员工类3,员工类3
12686,0.1,0.96,7,255,4,0,0,marketing,medium,1,员工类2,员工类2
12687,0.09,0.92,7,254,4,0,0,sales,medium,1,员工类2,员工类2
12688,0.09,0.82,6,257,4,0,0,accounting,medium,1,员工类2,员工类2
12689,0.87,1.0,4,228,5,0,0,support,medium,1,员工类3,员工类3
12690,0.36,0.49,2,145,3,0,0,technical,medium,1,员工类1,员工类1
12691,0.42,0.75,3,218,4,0,0,management,medium,1,杂类,杂类
12692,0.84,0.86,5,268,5,0,0,marketing,medium,1,员工类3,员工类3
12693,0.1,0.83,6,278,4,0,0,marketing,medium,1,员工类2,员工类2
12694,0.78,0.71,3,249,5,0,0,marketing,medium,1,员工类3,员工类3
12695,0.35,0.99,3,236,4,0,0,sales,medium,1,杂类,杂类
12696,0.1,0.81,7,291,4,0,0,sales,high,1,员工类2,员工类2
12697,0.11,0.8,6,306,4,0,0,sales,low,1,员工类2,员工类2
12698,0.43,0.48,2,135,3,0,0,sales,medium,1,员工类1,员工类1
12699,0.38,0.45,2,156,3,0,0,sales,medium,1,员工类1,员工类1
12700,0.46,0.54,2,143,3,0,0,sales,medium,1,员工类1,员工类1
12701,0.89,0.82,4,243,5,0,0,sales,medium,1,员工类3,员工类3
12702,0.45,0.5,2,147,3,0,0,sales,low,1,员工类1,员工类1
12703,0.44,0.53,2,159,3,0,0,sales,low,1,员工类1,员工类1
12704,0.74,0.54,5,216,3,0,0,sales,low,1,杂类,杂类
12705,0.45,0.54,2,152,3,0,0,sales,low,1,员工类1,员工类1
12706,0.79,0.93,4,226,5,0,0,sales,low,1,员工类3,员工类3
12707,0.79,0.91,5,271,5,0,0,sales,low,1,员工类3,员工类3
12708,0.11,0.87,6,255,4,0,0,sales,low,1,员工类2,员工类2
12709,0.42,0.48,2,140,3,0,0,sales,low,1,员工类1,员工类1
12710,0.64,0.9,6,252,2,0,0,sales,low,1,杂类,杂类
12711,0.4,0.55,2,159,3,0,0,sales,low,1,员工类1,员工类1
12712,0.84,0.98,5,270,5,0,0,sales,low,1,员工类3,员工类3
12713,0.73,0.92,5,232,5,0,0,sales,low,1,员工类3,员工类3
12714,0.4,0.51,2,144,3,0,0,accounting,low,1,员工类1,员工类1
12715,0.36,0.45,2,127,3,0,0,accounting,low,1,员工类1,员工类1
12716,0.43,0.47,2,131,3,0,0,accounting,low,1,员工类1,员工类1
12717,0.11,0.78,6,243,4,0,0,hr,low,1,员工类2,员工类2
12718,0.91,1.0,5,244,6,0,0,hr,low,1,员工类3,员工类3
12719,0.8,1.0,5,260,5,0,0,hr,low,1,员工类3,员工类3
12720,0.42,0.49,2,139,3,0,0,hr,low,1,员工类1,员工类1
12721,0.31,0.87,4,184,3,0,0,technical,low,1,杂类,杂类
12722,0.44,0.47,2,130,3,0,0,technical,low,1,员工类1,员工类1
12723,0.38,0.54,2,135,3,0,0,technical,medium,1,员工类1,员工类1
12724,0.45,0.56,2,146,3,0,0,technical,medium,1,员工类1,员工类1
12725,0.43,0.46,2,149,3,0,0,technical,medium,1,员工类1,员工类1
12726,0.45,0.46,2,153,3,1,0,technical,medium,1,员工类1,员工类1
12727,0.43,0.57,2,160,3,0,0,technical,medium,1,员工类1,员工类1
12728,0.43,0.49,2,160,3,0,0,technical,medium,1,员工类1,员工类1
12729,0.09,0.83,6,282,4,0,0,technical,medium,1,员工类2,员工类2
12730,0.43,0.47,2,128,3,0,0,technical,medium,1,员工类1,员工类1
12731,0.79,0.94,4,232,5,0,0,technical,medium,1,员工类3,员工类3
12732,0.85,0.58,3,226,2,0,0,support,medium,1,杂类,杂类
12733,0.38,0.45,2,129,3,0,0,support,medium,1,员工类1,员工类1
12734,0.11,0.92,7,255,4,0,0,support,medium,1,员工类2,员工类2
12735,0.83,0.99,5,258,5,0,0,support,high,1,员工类3,员工类3
12736,0.81,0.91,4,229,5,0,0,support,low,1,员工类3,员工类3
12737,0.42,0.56,2,143,3,0,0,support,medium,1,员工类1,员工类1
12738,0.11,0.87,6,257,4,0,0,support,medium,1,员工类2,员工类2
12739,0.11,0.85,7,275,4,0,0,support,medium,1,员工类2,员工类2
12740,0.1,0.89,7,291,4,0,0,support,medium,1,员工类2,员工类2
12741,0.5,0.54,5,153,4,0,0,support,low,1,杂类,杂类
12742,0.44,0.49,2,154,3,0,0,support,low,1,员工类1,员工类1
12743,0.11,0.9,6,301,4,0,0,technical,low,1,员工类2,员工类2
12744,0.39,0.52,2,134,3,0,0,technical,low,1,员工类1,员工类1
12745,0.11,0.78,6,245,4,0,0,technical,low,1,员工类2,员工类2
12746,0.36,0.5,2,132,3,0,0,management,low,1,员工类1,员工类1
12747,0.43,0.51,2,130,3,0,0,IT,low,1,员工类1,员工类1
12748,0.4,0.5,2,127,3,0,0,IT,low,1,员工类1,员工类1
12749,0.86,0.84,4,246,6,0,0,IT,low,1,员工类3,员工类3
12750,0.38,0.49,2,145,3,0,0,IT,low,1,员工类1,员工类1
12751,0.46,0.45,2,138,3,0,1,IT,low,1,员工类1,员工类1
12752,0.37,0.57,2,129,3,0,0,product_mng,low,1,员工类1,员工类1
12753,0.43,0.52,2,150,3,0,0,product_mng,low,1,员工类1,员工类1
12754,0.66,0.93,5,253,5,0,0,product_mng,low,1,员工类3,员工类3
12755,0.37,0.48,2,160,3,0,0,product_mng,low,1,员工类1,员工类1
12756,0.77,0.92,5,235,5,0,0,IT,low,1,员工类3,员工类3
12757,0.38,0.55,2,151,3,0,0,sales,low,1,员工类1,员工类1
12758,0.39,0.54,2,127,3,0,0,sales,low,1,员工类1,员工类1
12759,0.41,0.55,2,151,3,0,0,sales,low,1,员工类1,员工类1
12760,0.1,0.9,7,290,4,0,0,sales,low,1,员工类2,员工类2
12761,0.09,0.93,6,249,4,0,0,sales,low,1,员工类2,员工类2
12762,0.41,0.47,2,131,3,0,0,marketing,medium,1,员工类1,员工类1
12763,0.39,0.46,2,159,3,0,0,sales,medium,1,员工类1,员工类1
12764,0.83,0.99,4,223,5,0,0,accounting,medium,1,员工类3,员工类3
12765,0.09,0.87,3,214,2,0,0,support,medium,1,杂类,杂类
12766,0.75,0.81,5,227,5,0,0,technical,medium,1,员工类3,员工类3
12767,0.44,0.54,2,127,3,0,0,management,medium,1,员工类1,员工类1
12768,0.1,0.84,6,293,5,0,0,marketing,medium,1,员工类2,员工类2
12769,0.42,0.46,2,141,3,0,0,marketing,medium,1,员工类1,员工类1
12770,0.1,0.83,6,300,4,0,0,marketing,medium,1,员工类2,员工类2
12771,0.1,0.86,6,309,4,0,0,sales,medium,1,员工类2,员工类2
12772,0.31,0.77,4,149,3,0,0,sales,medium,1,杂类,杂类
12773,0.42,0.54,2,159,3,0,0,sales,medium,1,员工类1,员工类1
12774,0.38,0.5,2,152,3,0,0,sales,high,1,员工类1,员工类1
12775,0.39,0.57,2,158,3,0,0,sales,low,1,员工类1,员工类1
12776,0.1,0.97,6,254,5,0,0,sales,medium,1,员工类2,员工类2
12777,0.11,0.93,6,294,4,0,0,sales,medium,1,员工类2,员工类2
12778,0.1,0.92,7,269,4,0,0,sales,medium,1,员工类2,员工类2
12779,0.11,0.9,7,247,4,0,0,sales,medium,1,员工类2,员工类2
12780,0.44,0.65,3,271,4,0,0,sales,low,1,杂类,杂类
12781,0.91,0.96,4,232,5,0,0,sales,low,1,员工类3,员工类3
12782,0.72,1.0,4,245,5,0,0,sales,low,1,员工类3,员工类3
14211,0.38,0.53,2,157,3,0,0,sales,low,1,员工类1,员工类1
14212,0.8,0.86,5,262,6,0,0,sales,medium,1,员工类3,员工类3
14213,0.11,0.88,7,272,4,0,0,sales,medium,1,员工类2,员工类2
14214,0.72,0.87,5,223,5,0,0,sales,low,1,员工类3,员工类3
14215,0.37,0.52,2,159,3,0,0,sales,low,1,员工类1,员工类1
14216,0.41,0.5,2,153,3,0,0,sales,low,1,员工类1,员工类1
14217,0.1,0.77,6,247,4,0,0,sales,low,1,员工类2,员工类2
14218,0.92,0.85,5,259,5,0,0,sales,low,1,员工类3,员工类3
14219,0.89,1.0,5,224,5,0,0,sales,low,1,员工类3,员工类3
14220,0.42,0.53,2,142,3,0,0,sales,low,1,员工类1,员工类1
14221,0.45,0.54,2,135,3,0,0,sales,low,1,员工类1,员工类1
14222,0.11,0.81,6,305,4,0,0,sales,low,1,员工类2,员工类2
14223,0.84,0.92,4,234,5,0,0,sales,low,1,员工类3,员工类3
14224,0.41,0.55,2,148,3,0,0,sales,low,1,员工类1,员工类1
14225,0.36,0.56,2,137,3,0,0,sales,low,1,员工类1,员工类1
14226,0.38,0.54,2,143,3,0,0,sales,low,1,员工类1,员工类1
14227,0.45,0.47,2,160,3,0,0,sales,low,1,员工类1,员工类1
14228,0.78,0.99,4,255,6,0,0,sales,low,1,员工类3,员工类3
14229,0.45,0.51,2,160,3,1,1,sales,low,1,员工类1,员工类1
14230,0.76,0.89,5,262,5,0,0,sales,low,1,员工类3,员工类3
14231,0.11,0.83,6,282,4,0,0,sales,low,1,员工类2,员工类2
14232,0.38,0.55,2,147,3,0,0,sales,low,1,员工类1,员工类1
14233,0.09,0.95,6,304,4,0,0,sales,low,1,员工类2,员工类2
14234,0.46,0.57,2,139,3,0,0,sales,low,1,员工类1,员工类1
14235,0.4,0.53,2,158,3,0,0,sales,low,1,员工类1,员工类1
14236,0.89,0.92,5,242,5,0,0,sales,low,1,员工类3,员工类3
14237,0.82,0.87,4,239,5,0,0,sales,low,1,员工类3,员工类3
14238,0.4,0.49,2,135,3,0,0,sales,low,1,员工类1,员工类1
14239,0.41,0.46,2,128,3,0,0,accounting,low,1,员工类1,员工类1
14240,0.38,0.5,2,132,3,0,0,accounting,low,1,员工类1,员工类1
14241,0.09,0.62,6,294,4,0,0,accounting,low,1,员工类2,员工类2
14242,0.45,0.57,2,134,3,0,0,hr,low,1,员工类1,员工类1
14243,0.4,0.51,2,145,3,0,0,hr,low,1,员工类1,员工类1
14244,0.45,0.55,2,140,3,0,0,hr,low,1,员工类1,员工类1
14245,0.84,0.87,4,246,6,0,0,hr,low,1,员工类3,员工类3
14246,0.1,0.94,6,255,4,0,0,technical,low,1,员工类2,员工类2
14247,0.38,0.46,2,137,3,0,0,technical,low,1,员工类1,员工类1
14248,0.45,0.5,2,126,3,0,0,technical,low,1,员工类1,员工类1
14249,0.11,0.89,6,306,4,0,0,technical,low,1,员工类2,员工类2
14250,0.41,0.54,2,152,3,0,0,technical,low,1,员工类1,员工类1
14251,0.87,0.88,5,269,5,0,0,technical,low,1,员工类3,员工类3
14252,0.45,0.48,2,158,3,0,0,technical,low,1,员工类1,员工类1
14253,0.4,0.46,2,127,3,0,0,technical,low,1,员工类1,员工类1
14254,0.1,0.8,7,281,4,0,0,technical,low,1,员工类2,员工类2
14255,0.09,0.89,6,276,4,0,0,technical,low,1,员工类2,员工类2
14256,0.84,0.74,3,182,4,0,0,technical,low,1,杂类,杂类
14257,0.4,0.55,2,147,3,0,0,support,low,1,员工类1,员工类1
14258,0.57,0.7,3,273,6,0,0,support,low,1,杂类,员工类3
14259,0.4,0.54,2,148,3,0,0,support,low,1,员工类1,员工类1
14260,0.43,0.47,2,147,3,0,0,support,low,1,员工类1,员工类1
14261,0.13,0.78,6,152,2,0,0,support,low,1,杂类,杂类
14262,0.44,0.55,2,135,3,0,0,support,low,1,员工类1,员工类1
14263,0.38,0.55,2,134,3,0,0,support,low,1,员工类1,员工类1
14264,0.39,0.54,2,132,3,0,0,support,low,1,员工类1,员工类1
14265,0.1,0.92,7,307,4,0,0,support,low,1,员工类2,员工类2
14266,0.37,0.46,2,140,3,0,0,support,low,1,员工类1,员工类1
14267,0.11,0.94,7,255,4,0,0,support,low,1,员工类2,员工类2
14268,0.1,0.81,6,309,4,0,0,technical,low,1,员工类2,员工类2
14269,0.38,0.54,2,128,3,0,0,technical,low,1,员工类1,员工类1
14270,0.85,1.0,4,225,5,0,0,technical,low,1,员工类3,员工类3
14271,0.85,0.91,5,226,5,0,0,management,medium,1,员工类3,员工类3
14272,0.11,0.93,7,308,4,0,0,IT,medium,1,员工类2,员工类2
14273,0.1,0.95,6,244,5,0,0,IT,medium,1,员工类2,员工类2
14274,0.36,0.56,2,132,3,0,0,IT,medium,1,员工类1,员工类1
14275,0.11,0.94,6,286,4,0,0,IT,medium,1,员工类2,员工类2
14276,0.81,0.7,6,161,4,0,0,IT,medium,1,杂类,杂类
14277,0.43,0.54,2,153,3,0,0,product_mng,medium,1,员工类1,员工类1
14278,0.9,0.98,4,264,6,0,0,product_mng,medium,1,员工类3,员工类3
14279,0.76,0.86,5,223,5,1,0,product_mng,medium,1,员工类3,员工类3
14280,0.43,0.5,2,135,3,0,0,product_mng,medium,1,员工类1,员工类1
14281,0.74,0.99,2,277,3,0,0,IT,medium,1,杂类,杂类
14282,0.09,0.77,5,275,4,0,0,product_mng,medium,1,员工类2,员工类2
14283,0.45,0.49,2,149,3,0,0,product_mng,high,1,员工类1,员工类1
14284,0.09,0.87,7,295,4,0,0,product_mng,low,1,员工类2,员工类2
14285,0.11,0.97,6,277,4,0,0,product_mng,medium,1,员工类2,员工类2
14286,0.11,0.79,7,306,4,0,0,product_mng,medium,1,员工类2,员工类2
14287,0.1,0.83,6,295,4,0,0,product_mng,medium,1,员工类2,员工类2
14288,0.4,0.54,2,137,3,0,0,marketing,medium,1,员工类1,员工类1
14289,0.43,0.56,2,157,3,0,0,sales,low,1,员工类1,员工类1
14290,0.39,0.56,2,142,3,0,0,accounting,low,1,员工类1,员工类1
14291,0.45,0.54,2,140,3,0,0,support,low,1,员工类1,员工类1
14292,0.38,0.49,2,151,3,0,0,technical,low,1,员工类1,员工类1
14293,0.79,0.59,4,139,3,0,1,management,low,1,杂类,杂类
14294,0.84,0.85,4,249,6,0,0,marketing,low,1,员工类3,员工类3
14295,0.11,0.77,6,291,4,0,0,marketing,low,1,员工类2,员工类2
14296,0.11,0.87,6,305,4,0,0,marketing,low,1,员工类2,员工类2
14297,0.17,0.84,5,232,3,0,0,sales,low,1,杂类,员工类2
14298,0.44,0.45,2,132,3,0,0,sales,low,1,员工类1,员工类1
14299,0.37,0.57,2,130,3,0,0,sales,low,1,员工类1,员工类1
14300,0.1,0.79,6,291,4,0,0,sales,low,1,员工类2,员工类2
14301,0.4,0.5,2,130,3,0,0,sales,low,1,员工类1,员工类1
14302,0.89,1.0,5,246,5,0,0,sales,low,1,员工类3,员工类3
14303,0.42,0.48,2,143,3,0,0,sales,low,1,员工类1,员工类1
14304,0.46,0.55,2,129,3,0,0,sales,low,1,员工类1,员工类1
14305,0.09,0.83,6,255,4,0,0,sales,low,1,员工类2,员工类2
14306,0.37,0.51,2,155,3,0,0,sales,low,1,员工类1,员工类1
14307,0.1,0.77,6,265,4,0,0,sales,low,1,员工类2,员工类2
14308,0.1,0.84,6,279,4,0,0,sales,low,1,员工类2,员工类2
14309,0.11,0.97,6,284,4,0,0,sales,low,1,员工类2,员工类2
14310,0.9,1.0,5,221,6,0,0,sales,medium,1,员工类3,员工类3
14311,0.38,0.52,2,154,3,0,0,sales,medium,1,员工类1,员工类1
14312,0.36,0.52,2,147,3,0,0,sales,medium,1,员工类1,员工类1
14313,0.42,0.46,2,150,3,0,0,sales,medium,1,员工类1,员工类1
14314,0.09,0.94,7,267,4,0,0,sales,medium,1,员工类2,员工类2
14315,0.43,0.52,2,158,3,0,0,sales,medium,1,员工类1,员工类1
14316,0.24,0.46,7,224,5,0,0,accounting,medium,1,杂类,员工类2
14317,0.91,1.0,4,257,5,0,0,accounting,medium,1,员工类3,员工类3
14318,0.44,0.5,2,148,3,0,0,accounting,medium,1,员工类1,员工类1
14319,0.71,0.87,3,177,4,0,0,hr,medium,1,杂类,杂类
14320,0.4,0.49,2,155,3,0,0,hr,medium,1,员工类1,员工类1
14321,0.43,0.47,2,144,3,0,0,hr,medium,1,员工类1,员工类1
14322,0.09,0.85,6,289,4,0,0,hr,high,1,员工类2,员工类2
14323,0.43,0.52,2,160,3,0,0,technical,low,1,员工类1,员工类1
14324,0.9,0.96,4,258,5,0,0,technical,medium,1,员工类3,员工类3
14325,0.84,1.0,5,234,5,0,0,technical,medium,1,员工类3,员工类3
14326,0.37,0.48,2,137,3,0,0,technical,medium,1,员工类1,员工类1
14327,0.86,0.68,5,263,2,0,0,technical,medium,1,杂类,杂类
14328,0.11,0.84,6,251,4,0,0,technical,low,1,员工类2,员工类2
14329,0.37,0.57,2,133,3,0,0,technical,low,1,员工类1,员工类1
14330,0.4,0.46,2,132,3,0,0,technical,low,1,员工类1,员工类1
14331,0.14,0.62,4,158,4,1,0,technical,low,1,杂类,员工类1
14332,0.4,0.46,2,135,3,0,0,technical,low,1,员工类1,员工类1
14333,0.75,1.0,4,216,6,0,0,technical,low,1,员工类3,员工类3
14334,0.11,0.84,6,300,5,1,0,support,low,1,员工类2,员工类2
14335,0.46,0.49,2,138,3,0,0,support,low,1,员工类1,员工类1
14336,0.11,0.92,6,260,4,0,0,support,low,1,员工类2,员工类2
14337,0.38,0.49,2,132,3,0,0,support,low,1,员工类1,员工类1
14338,0.7,0.89,3,183,5,0,0,support,low,1,员工类3,员工类3
14339,0.09,0.82,6,250,4,0,0,support,low,1,员工类2,员工类2
14340,0.37,0.45,2,151,3,0,0,support,low,1,员工类1,员工类1
14341,0.1,0.83,6,292,4,0,0,support,low,1,员工类2,员工类2
14342,0.38,0.57,2,140,3,0,0,support,low,1,员工类1,员工类1
14343,0.9,1.0,5,221,5,0,0,support,low,1,员工类3,员工类3
14344,0.44,0.51,2,138,3,0,0,support,low,1,员工类1,员工类1
14345,0.36,0.5,2,132,3,0,0,technical,low,1,员工类1,员工类1
14346,0.31,0.84,7,133,5,0,0,technical,low,1,杂类,员工类2
14347,0.1,0.84,6,283,4,1,0,technical,low,1,员工类2,员工类2
14348,0.42,0.48,2,129,3,0,0,management,low,1,员工类1,员工类1
14349,0.74,1.0,4,249,5,0,0,IT,low,1,员工类3,员工类3
14350,0.73,0.87,5,257,5,0,0,IT,low,1,员工类3,员工类3
14351,0.09,0.96,6,245,4,0,0,IT,low,1,员工类2,员工类2
14352,0.45,0.53,2,155,3,0,0,IT,low,1,员工类1,员工类1
14353,0.11,0.8,6,256,4,0,0,IT,low,1,员工类2,员工类2
14354,0.37,0.47,2,152,3,0,0,product_mng,low,1,员工类1,员工类1
14355,0.84,0.99,4,267,5,0,0,product_mng,low,1,员工类3,员工类3
14356,0.41,0.46,2,151,3,0,0,product_mng,low,1,员工类1,员工类1
14357,0.76,0.92,4,239,5,0,0,product_mng,low,1,员工类3,员工类3
14358,0.11,0.87,6,306,4,0,0,IT,low,1,员工类2,员工类2
14359,0.84,0.88,4,263,5,1,0,marketing,low,1,员工类3,员工类3
14360,0.39,0.5,2,147,3,0,0,marketing,low,1,员工类1,员工类1
14361,0.11,0.91,6,278,4,0,0,marketing,low,1,员工类2,员工类2
14362,0.45,0.56,2,154,3,0,0,marketing,low,1,员工类1,员工类1
14363,0.37,0.52,2,143,3,0,0,marketing,low,1,员工类1,员工类1
14364,0.4,0.52,2,155,3,0,0,marketing,low,1,员工类1,员工类1
14365,0.39,0.48,2,160,3,0,0,sales,low,1,员工类1,员工类1
14366,0.11,0.8,6,304,4,0,0,accounting,low,1,员工类2,员工类2
14367,0.83,1.0,5,240,5,0,0,support,low,1,员工类3,员工类3
14368,0.11,0.92,6,305,4,0,0,technical,low,1,员工类2,员工类2
14369,0.39,0.5,2,136,3,0,0,management,low,1,员工类1,员工类1
14370,0.45,0.45,2,132,3,0,0,marketing,low,1,员工类1,员工类1
14371,0.1,0.95,7,301,4,0,0,marketing,low,1,员工类2,员工类2
14372,0.9,0.98,5,243,6,0,0,marketing,low,1,员工类3,员工类3
14373,0.45,0.51,2,147,3,0,0,sales,low,1,员工类1,员工类1
14374,0.79,0.89,5,239,5,0,0,sales,low,1,员工类3,员工类3
14375,0.9,0.99,5,260,5,0,0,sales,low,1,员工类3,员工类3
14376,0.11,0.84,7,296,4,0,0,sales,low,1,员工类2,员工类2
14377,0.43,0.55,2,129,3,0,0,sales,low,1,员工类1,员工类1
14378,0.31,0.54,5,132,5,0,0,sales,low,1,杂类,杂类
14379,0.32,0.5,2,135,5,0,0,sales,low,1,杂类,员工类1
14380,0.45,0.57,2,158,3,0,0,sales,low,1,员工类1,员工类1
14381,0.81,0.99,4,259,5,0,0,sales,low,1,员工类3,员工类3
14382,0.41,0.46,2,160,3,0,1,sales,low,1,员工类1,员工类1
14383,0.11,0.78,7,278,4,0,0,sales,low,1,员工类2,员工类2
14384,0.1,0.88,6,284,4,0,0,sales,low,1,员工类2,员工类2
14385,0.7,0.53,2,274,4,0,0,sales,low,1,杂类,杂类
14386,0.54,0.74,4,164,2,0,0,sales,low,1,杂类,杂类
14387,0.41,0.48,2,148,3,0,0,sales,low,1,员工类1,员工类1
14388,0.38,0.5,2,140,3,0,0,sales,medium,1,员工类1,员工类1
14389,0.37,0.51,2,127,3,0,0,sales,medium,1,员工类1,员工类1
14390,0.11,0.85,6,308,5,0,0,sales,medium,1,员工类2,员工类2
14391,0.4,0.47,2,146,3,0,0,sales,medium,1,员工类1,员工类1
14392,0.1,0.84,6,261,4,0,0,accounting,medium,1,员工类2,员工类2
14393,0.89,0.99,5,257,5,0,0,accounting,medium,1,员工类3,员工类3
14394,0.11,0.8,6,285,4,0,0,accounting,medium,1,员工类2,员工类2
14395,0.36,0.55,2,141,3,0,0,hr,medium,1,员工类1,员工类1
14396,0.4,0.46,2,127,3,0,0,hr,medium,1,员工类1,员工类1
14397,0.09,0.85,6,297,4,0,0,hr,medium,1,员工类2,员工类2
14398,0.4,0.46,2,143,3,0,0,hr,medium,1,员工类1,员工类1
14399,0.37,0.55,2,152,3,0,0,technical,medium,1,员工类1,员工类1
14400,0.44,0.51,2,156,3,0,0,technical,high,1,员工类1,员工类1
14401,0.09,0.8,7,283,5,0,0,technical,low,1,员工类2,员工类2
14402,0.92,0.87,4,226,6,1,0,technical,medium,1,员工类3,员工类3
14403,0.74,0.91,4,232,5,0,0,technical,medium,1,员工类3,员工类3
14404,0.09,0.82,6,249,4,0,0,technical,medium,1,员工类2,员工类2
14405,0.89,0.95,4,275,5,0,0,technical,medium,1,员工类3,员工类3
14406,0.09,0.8,6,304,4,0,0,technical,low,1,员工类2,员工类2
14407,0.27,0.54,7,278,3,0,0,technical,low,1,杂类,员工类2
14408,0.1,0.91,6,287,4,0,0,technical,low,1,员工类2,员工类2
14409,0.1,0.89,7,285,4,0,0,technical,low,1,员工类2,员工类2
14410,0.77,0.94,5,226,6,0,0,support,low,1,员工类3,员工类3
14411,0.9,0.82,5,259,5,0,0,support,low,1,员工类3,员工类3
14412,0.39,0.5,2,135,3,0,0,support,low,1,员工类1,员工类1
14413,0.76,1.0,5,219,5,0,0,support,low,1,员工类3,员工类3
14414,0.1,0.93,6,256,4,0,0,support,low,1,员工类2,员工类2
14415,0.87,0.9,5,254,6,0,0,support,low,1,员工类3,员工类3
14416,0.38,0.5,2,153,3,0,0,support,low,1,员工类1,员工类1
14417,0.77,0.99,5,228,5,0,0,support,low,1,员工类3,员工类3
14418,0.78,0.87,4,228,5,0,0,support,low,1,员工类3,员工类3
14419,0.44,0.5,2,128,3,0,0,support,low,1,员工类1,员工类1
14420,0.38,0.52,2,153,3,0,0,support,low,1,员工类1,员工类1
14421,0.43,0.46,2,156,3,0,0,technical,low,1,员工类1,员工类1
14422,0.39,0.5,4,294,3,0,0,technical,low,1,杂类,杂类
14423,0.88,1.0,5,219,5,0,0,technical,low,1,员工类3,员工类3
14424,0.45,0.46,2,153,3,0,0,management,low,1,员工类1,员工类1
14425,0.4,0.53,2,151,3,0,0,IT,low,1,员工类1,员工类1
14426,0.36,0.51,2,155,3,0,0,IT,low,1,员工类1,员工类1
14427,0.36,0.48,2,158,3,0,0,IT,low,1,员工类1,员工类1
14428,0.9,0.98,5,245,5,0,0,IT,low,1,员工类3,员工类3
14429,0.43,0.53,2,131,3,0,0,IT,low,1,员工类1,员工类1
14430,0.89,0.87,5,225,5,0,0,product_mng,low,1,员工类3,员工类3
14431,0.1,0.84,6,286,4,0,0,product_mng,low,1,员工类2,员工类2
14432,0.37,0.5,2,135,3,0,0,product_mng,low,1,员工类1,员工类1
14433,0.37,0.51,2,153,3,0,0,product_mng,low,1,员工类1,员工类1
14434,0.87,0.9,5,252,5,0,0,IT,low,1,员工类3,员工类3
14435,0.4,0.56,2,149,3,0,0,accounting,low,1,员工类1,员工类1
14436,0.9,0.97,4,258,5,0,0,accounting,low,1,员工类3,员工类3
14437,0.37,0.46,2,158,3,0,0,hr,low,1,员工类1,员工类1
14438,0.44,0.54,2,149,3,0,0,hr,low,1,员工类1,员工类1
14439,0.85,0.95,5,236,5,0,0,hr,low,1,员工类3,员工类3
14440,0.78,0.98,5,239,6,0,0,marketing,low,1,员工类3,员工类3
14441,0.42,0.47,2,159,3,0,0,marketing,low,1,员工类1,员工类1
14442,0.92,0.99,5,255,6,0,0,sales,low,1,员工类3,员工类3
14443,0.11,0.83,6,244,4,0,0,accounting,low,1,员工类2,员工类2
14444,0.42,0.56,2,134,3,0,0,support,low,1,员工类1,员工类1
14445,0.48,0.57,4,270,4,0,0,technical,low,1,杂类,杂类
14446,0.83,0.85,4,255,5,0,0,management,low,1,员工类3,员工类3
14447,0.4,0.53,2,151,3,0,0,marketing,low,1,员工类1,员工类1
14448,0.43,0.45,2,135,3,0,0,marketing,low,1,员工类1,员工类1
14449,0.43,0.53,2,146,3,0,0,marketing,low,1,员工类1,员工类1
14450,0.1,0.97,7,254,4,0,0,sales,low,1,员工类2,员工类2
